Acute,Swelling,Does your knee feel unstable?,Can you bear weight comfortably?,Did you hear a loud pop?,Stiffness,Pain on the side of the knee,Pain more centrally located in the knee,Pain in the back of the knee,Pain in he medial side of knee,Pain lower part of knee,Pain walking up or down stairs,Output,,,,
0,0,0,0,0,0,1,0,0,0,0,0,"If your pain isn't acute and more chronic, then there may be an overuse injury or iliotibial band syndrome. This pain is caused when the connective tissue that extends from your pelvic bone to your shinbone becomes so tight that it rubs against the thighbone. Physical therapy and foam rolling/stretching is indicated here.",,,,
0,0,0,0,0,0,1,0,0,0,0,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,0,0,1,0,0,0,1,0,"Chronic knee pain can often times greatly benefit from physical therapy. If your pain is not acute and more chronic, there is a good chance that your underlying issues are due to mechanics. If this is the case, check out our videos on xyz. ",,,,
0,0,0,0,0,0,1,0,0,0,1,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,0,0,1,0,0,1,0,0,"Chronic knee pain can often times greatly benefit from physical therapy. If your pain is not acute and more chronic, there is a good chance that your underlying issues are due to mechanics. If this is the case, check out our videos on xyz. ",,,,
0,0,0,0,0,0,1,0,0,1,0,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,0,0,1,0,0,1,1,0,"Chronic knee pain can often times greatly benefit from physical therapy. If your pain is not acute and more chronic, there is a good chance that your underlying issues are due to mechanics. If this is the case, check out our videos on xyz. ",,,,
0,0,0,0,0,0,1,0,0,1,1,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,0,0,1,0,1,0,0,0,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. If you experience knee pain while climbing up stairs, it could indicate a PCL assue as well. Physical therapy is recommended, but your healthcare provider may request imaging to rule out ruptures. ",,,,
0,0,0,0,0,0,1,0,1,0,0,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. If you experience knee pain while climbing up stairs, it could indicate a PCL assue as well. Physical therapy is recommended, but your healthcare provider may request imaging to rule out ruptures. ",,,,
0,0,0,0,0,0,1,0,1,0,1,0,"Chronic knee pain can often times greatly benefit from physical therapy. If your pain is not acute and more chronic, there is a good chance that your underlying issues are due to mechanics. If this is the case, check out our videos on xyz. ",,,,
0,0,0,0,0,0,1,0,1,0,1,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,0,0,1,0,1,1,0,0,"Chronic knee pain can often times greatly benefit from physical therapy. If your pain is not acute and more chronic, there is a good chance that your underlying issues are due to mechanics. If this is the case, check out our videos on xyz. ",,,,
0,0,0,0,0,0,1,0,1,1,0,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,0,0,1,0,1,1,1,0,"Chronic knee pain can often times greatly benefit from physical therapy. If your pain is not acute and more chronic, there is a good chance that your underlying issues are due to mechanics. If this is the case, check out our videos on xyz. ",,,,
0,0,0,0,0,0,1,0,1,1,1,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,0,0,1,1,0,0,0,0,"If your discomfort wasn't caused by an acute onset, you could be experiencing petallafermoal discomfort, or commonly known as jumper's knee. Physical therapy is indicated. ",,,,
0,0,0,0,0,0,1,1,0,0,0,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,0,0,1,1,0,0,1,0,"Chronic knee pain can often times greatly benefit from physical therapy. If your pain is not acute and more chronic, there is a good chance that your underlying issues are due to mechanics. If this is the case, check out our videos on xyz. ",,,,
0,0,0,0,0,0,1,1,0,0,1,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,0,0,1,1,0,1,0,0,"Chronic knee pain can often times greatly benefit from physical therapy. If your pain is not acute and more chronic, there is a good chance that your underlying issues are due to mechanics. If this is the case, check out our videos on xyz. ",,,,
0,0,0,0,0,0,1,1,0,1,0,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,0,0,1,1,0,1,1,0,"Chronic knee pain can often times greatly benefit from physical therapy. If your pain is not acute and more chronic, there is a good chance that your underlying issues are due to mechanics. If this is the case, check out our videos on xyz. ",,,,
0,0,0,0,0,0,1,1,0,1,1,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,0,0,1,1,1,0,0,0,"Chronic knee pain can often times greatly benefit from physical therapy. If your pain is not acute and more chronic, there is a good chance that your underlying issues are due to mechanics. If this is the case, check out our videos on xyz. ",,,,
0,0,0,0,0,0,1,1,1,0,0,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,0,0,1,1,1,0,1,0,"Chronic knee pain can often times greatly benefit from physical therapy. If your pain is not acute and more chronic, there is a good chance that your underlying issues are due to mechanics. If this is the case, check out our videos on xyz. ",,,,
0,0,0,0,0,0,1,1,1,0,1,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,0,0,1,1,1,1,0,0,"Chronic knee pain can often times greatly benefit from physical therapy. If your pain is not acute and more chronic, there is a good chance that your underlying issues are due to mechanics. If this is the case, check out our videos on xyz. ",,,,
0,0,0,0,0,0,1,1,1,1,0,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,0,0,1,1,1,1,1,0,"Chronic knee pain can often times greatly benefit from physical therapy. If your pain is not acute and more chronic, there is a good chance that your underlying issues are due to mechanics. If this is the case, check out our videos on xyz. ",,,,
0,0,0,0,0,0,1,1,1,1,1,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,0,1,0,0,0,0,0,0,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,0,1,0,0,0,0,0,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,0,1,0,0,0,0,1,0,"Chronic knee pain can often times greatly benefit from physical therapy. If your pain is not acute and more chronic, there is a good chance that your underlying issues are due to mechanics. If this is the case, check out our videos on xyz. ",,,,
0,0,0,0,0,1,0,0,0,0,1,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,0,1,0,0,0,1,0,0,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain (jumpers knee) or a MCL injury. Physical therapy is indicated. It is possible that your healthcare provider will request medical imaging. ",,,,
0,0,0,0,0,1,0,0,0,1,0,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain (jumpers knee) or a MCL injury. Physical therapy is indicated. It is possible that your healthcare provider will request medical imaging. ",,,,
0,0,0,0,0,1,0,0,0,1,1,0,"Chronic knee pain can often times greatly benefit from physical therapy. If your pain is not acute and more chronic, there is a good chance that your underlying issues are due to mechanics. If this is the case, check out our videos on xyz. ",,,,
0,0,0,0,0,1,0,0,0,1,1,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,0,1,0,0,1,0,0,0,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. If you experience knee pain while climbing up stairs, it could indicate a PCL assue as well. Physical therapy is recommended, but your healthcare provider may request imaging to rule out ruptures. ",,,,
0,0,0,0,0,1,0,0,1,0,0,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. If you experience knee pain while climbing up stairs, it could indicate a PCL assue as well. Physical therapy is recommended, but your healthcare provider may request imaging to rule out ruptures. ",,,,
0,0,0,0,0,1,0,0,1,0,1,0,"Chronic knee pain can often times greatly benefit from physical therapy. If your pain is not acute and more chronic, there is a good chance that your underlying issues are due to mechanics. If this is the case, check out our videos on xyz. ",,,,
0,0,0,0,0,1,0,0,1,0,1,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,0,1,0,0,1,1,0,0,"Chronic knee pain can often times greatly benefit from physical therapy. If your pain is not acute and more chronic, there is a good chance that your underlying issues are due to mechanics. If this is the case, check out our videos on xyz. ",,,,
0,0,0,0,0,1,0,0,1,1,0,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,0,1,0,0,1,1,1,0,"Chronic knee pain can often times greatly benefit from physical therapy. If your pain is not acute and more chronic, there is a good chance that your underlying issues are due to mechanics. If this is the case, check out our videos on xyz. ",,,,
0,0,0,0,0,1,0,0,1,1,1,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,0,1,0,1,0,0,0,0,"If your discomfort wasn't caused by an acute onset, you could be experiencing petallafermoal discomfort, or commonly known as jumper's knee. Physical therapy is indicated. ",,,,
0,0,0,0,0,1,0,1,0,0,0,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,0,1,0,1,0,0,1,0,"Chronic knee pain can often times greatly benefit from physical therapy. If your pain is not acute and more chronic, there is a good chance that your underlying issues are due to mechanics. If this is the case, check out our videos on xyz. ",,,,
0,0,0,0,0,1,0,1,0,0,1,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,0,1,0,1,0,1,0,0,"Chronic knee pain can often times greatly benefit from physical therapy. If your pain is not acute and more chronic, there is a good chance that your underlying issues are due to mechanics. If this is the case, check out our videos on xyz. ",,,,
0,0,0,0,0,1,0,1,0,1,0,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,0,1,0,1,0,1,1,0,"Chronic knee pain can often times greatly benefit from physical therapy. If your pain is not acute and more chronic, there is a good chance that your underlying issues are due to mechanics. If this is the case, check out our videos on xyz. ",,,,
0,0,0,0,0,1,0,1,0,1,1,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,0,1,0,1,1,0,0,0,"Chronic knee pain can often times greatly benefit from physical therapy. If your pain is not acute and more chronic, there is a good chance that your underlying issues are due to mechanics. If this is the case, check out our videos on xyz. ",,,,
0,0,0,0,0,1,0,1,1,0,0,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,0,1,0,1,1,0,1,0,"Chronic knee pain can often times greatly benefit from physical therapy. If your pain is not acute and more chronic, there is a good chance that your underlying issues are due to mechanics. If this is the case, check out our videos on xyz. ",,,,
0,0,0,0,0,1,0,1,1,0,1,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,0,1,0,1,1,1,0,0,"Chronic knee pain can often times greatly benefit from physical therapy. If your pain is not acute and more chronic, there is a good chance that your underlying issues are due to mechanics. If this is the case, check out our videos on xyz. ",,,,
0,0,0,0,0,1,0,1,1,1,0,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,0,1,0,1,1,1,1,0,"Chronic knee pain can often times greatly benefit from physical therapy. If your pain is not acute and more chronic, there is a good chance that your underlying issues are due to mechanics. If this is the case, check out our videos on xyz. ",,,,
0,0,0,0,0,1,0,1,1,1,1,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,0,1,1,0,0,0,0,0,"If your pain isn't acute and more chronic, then there may be an overuse injury or iliotibial band syndrome. This pain is caused when the connective tissue that extends from your pelvic bone to your shinbone becomes so tight that it rubs against the thighbone. Physical therapy and foam rolling/stretching is indicated here.",,,,
0,0,0,0,0,1,1,0,0,0,0,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,0,1,1,0,0,0,1,0,"Chronic knee pain can often times greatly benefit from physical therapy. If your pain is not acute and more chronic, there is a good chance that your underlying issues are due to mechanics. If this is the case, check out our videos on xyz. ",,,,
0,0,0,0,0,1,1,0,0,0,1,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,0,1,1,0,0,1,0,0,"Chronic knee pain can often times greatly benefit from physical therapy. If your pain is not acute and more chronic, there is a good chance that your underlying issues are due to mechanics. If this is the case, check out our videos on xyz. ",,,,
0,0,0,0,0,1,1,0,0,1,0,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,0,1,1,0,0,1,1,0,"Chronic knee pain can often times greatly benefit from physical therapy. If your pain is not acute and more chronic, there is a good chance that your underlying issues are due to mechanics. If this is the case, check out our videos on xyz. ",,,,
0,0,0,0,0,1,1,0,0,1,1,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,0,1,1,0,1,0,0,0,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. If you experience knee pain while climbing up stairs, it could indicate a PCL assue as well. Physical therapy is recommended, but your healthcare provider may request imaging to rule out ruptures. ",,,,
0,0,0,0,0,1,1,0,1,0,0,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. If you experience knee pain while climbing up stairs, it could indicate a PCL assue as well. Physical therapy is recommended, but your healthcare provider may request imaging to rule out ruptures. ",,,,
0,0,0,0,0,1,1,0,1,0,1,0,"Chronic knee pain can often times greatly benefit from physical therapy. If your pain is not acute and more chronic, there is a good chance that your underlying issues are due to mechanics. If this is the case, check out our videos on xyz. ",,,,
0,0,0,0,0,1,1,0,1,0,1,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,0,1,1,0,1,1,0,0,"Chronic knee pain can often times greatly benefit from physical therapy. If your pain is not acute and more chronic, there is a good chance that your underlying issues are due to mechanics. If this is the case, check out our videos on xyz. ",,,,
0,0,0,0,0,1,1,0,1,1,0,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,0,1,1,0,1,1,1,0,"Chronic knee pain can often times greatly benefit from physical therapy. If your pain is not acute and more chronic, there is a good chance that your underlying issues are due to mechanics. If this is the case, check out our videos on xyz. ",,,,
0,0,0,0,0,1,1,0,1,1,1,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,0,1,1,1,0,0,0,0,"If your discomfort wasn't caused by an acute onset, you could be experiencing petallafermoal discomfort, or commonly known as jumper's knee. Physical therapy is indicated. ",,,,
0,0,0,0,0,1,1,1,0,0,0,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,0,1,1,1,0,0,1,0,"Chronic knee pain can often times greatly benefit from physical therapy. If your pain is not acute and more chronic, there is a good chance that your underlying issues are due to mechanics. If this is the case, check out our videos on xyz. ",,,,
0,0,0,0,0,1,1,1,0,0,1,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,0,1,1,1,0,1,0,0,"Chronic knee pain can often times greatly benefit from physical therapy. If your pain is not acute and more chronic, there is a good chance that your underlying issues are due to mechanics. If this is the case, check out our videos on xyz. ",,,,
0,0,0,0,0,1,1,1,0,1,0,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,0,1,1,1,0,1,1,0,"Chronic knee pain can often times greatly benefit from physical therapy. If your pain is not acute and more chronic, there is a good chance that your underlying issues are due to mechanics. If this is the case, check out our videos on xyz. ",,,,
0,0,0,0,0,1,1,1,0,1,1,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,0,1,1,1,1,0,0,0,"Chronic knee pain can often times greatly benefit from physical therapy. If your pain is not acute and more chronic, there is a good chance that your underlying issues are due to mechanics. If this is the case, check out our videos on xyz. ",,,,
0,0,0,0,0,1,1,1,1,0,0,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,0,1,1,1,1,0,1,0,"Chronic knee pain can often times greatly benefit from physical therapy. If your pain is not acute and more chronic, there is a good chance that your underlying issues are due to mechanics. If this is the case, check out our videos on xyz. ",,,,
0,0,0,0,0,1,1,1,1,0,1,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,0,1,1,1,1,1,0,0,"Chronic knee pain can often times greatly benefit from physical therapy. If your pain is not acute and more chronic, there is a good chance that your underlying issues are due to mechanics. If this is the case, check out our videos on xyz. ",,,,
0,0,0,0,0,1,1,1,1,1,0,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,0,1,1,1,1,1,1,0,"Chronic knee pain can often times greatly benefit from physical therapy. If your pain is not acute and more chronic, there is a good chance that your underlying issues are due to mechanics. If this is the case, check out our videos on xyz. ",,,,
0,0,0,0,0,1,1,1,1,1,1,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,1,0,0,0,0,0,0,0,"Loud pops or cracks sometimes happen about the knee. If not accompanied by pain, they can be harmless. If there is pain or discomfort associated with these popping noises, it coul indicate a tracking issue with the mechanics of leg. It is recommended that you seek a physical therapist who can help you correct any potential problems",,,,
0,0,0,0,1,0,0,0,0,0,0,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,1,0,0,0,0,0,1,0,"Chronic knee pain can often times greatly benefit from physical therapy. If your pain is not acute and more chronic, there is a good chance that your underlying issues are due to mechanics. If this is the case, check out our videos on xyz. ",,,,
0,0,0,0,1,0,0,0,0,0,1,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,1,0,0,0,0,1,0,0,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain (jumpers knee) or a MCL injury. Physical therapy is indicated. It is possible that your healthcare provider will request medical imaging. ",,,,
0,0,0,0,1,0,0,0,0,1,0,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain (jumpers knee) or a MCL injury. Physical therapy is indicated. It is possible that your healthcare provider will request medical imaging. ",,,,
0,0,0,0,1,0,0,0,0,1,1,0,"Chronic knee pain can often times greatly benefit from physical therapy. If your pain is not acute and more chronic, there is a good chance that your underlying issues are due to mechanics. If this is the case, check out our videos on xyz. ",,,,
0,0,0,0,1,0,0,0,0,1,1,1,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. Physical therapy is indicated.",,,,
0,0,0,0,1,0,0,0,1,0,0,0,"If your pain isn't acute and more chronic, then there is the potential that you may be experiencing some patellar femoral pain, or jumpers knee. If you experience knee pain while climbing up stairs, it could indicate a PCL assue as well. Physical therapy is recommended, but your healthcare provider may request imaging to rule out ruptures. ",,,,
